Week,Item Name,Category,Ordered Stock,Projected Covers,Stock Left,Season
14,Peroni,Beer,38,124,20,Spring
14,Pineapple Juice,Soft Drinks,38,215,27,Spring
14,Pink Gin,Spirits,42,121,26,Spring
14,Pinot Grigio,Wine,35,394,28,Spring
14,Prosecco,Wine,39,113,26,Spring
14,Rijoca,Wine,23,393,8,Spring
14,Sauvignon Blanc,Wine,50,389,32,Spring
14,St Germain,Spirits,34,176,27,Spring
14,Tanqueray 10,Spirits,16,468,13,Spring
14,Tonic Water,Soft Drinks,46,451,34,Spring
15,Apple Juice,Soft Drinks,22,399,8,Spring
15,Bacardi Blanco,Spirits,32,312,31,Spring
15,Bira Moretti,Beer,37,369,23,Spring
15,Bombay Gin,Spirits,49,221,35,Spring
15,Captain Morgan Spiced Rum,Spirits,41,390,27,Spring
15,Chardonnay,Wine,48,218,35,Spring
15,Coca Cola,Soft Drinks,5,240,0,Spring
15,Coke Zero,Soft Drinks,12,399,5,Spring
15,Cointreau,Spirits,43,488,35,Spring
15,Corona,Beer,9,281,1,Spring
15,Cranberry Juice,Soft Drinks,30,385,24,Spring
15,Dalmore 12,Spirits,33,296,22,Spring
15,Diet Coke,Soft Drinks,32,352,26,Spring
15,Disaronno,Spirits,9,458,8,Spring
15,Havana Club 3,Spirits,39,131,33,Spring
15,Havana Club 7,Spirits,43,347,42,Spring
15,High Commissioner,Spirits,40,343,24,Spring
15,Irn Bru,Soft Drinks,35,236,18,Spring
15,J20,Soft Drinks,14,321,0,Spring
15,Jack Daniels,Spirits,5,160,0,Spring
15,Kahlua,Spirits,7,347,0,Spring
15,Lemonade,Soft Drinks,8,129,0,Spring
15,Light Tonic,Soft Drinks,17,299,10,Spring
15,Limoncello,Spirits,21,422,3,Spring
15,Macallan 12,Spirits,40,332,30,Spring
15,Malbec,Wine,48,177,40,Spring
15,Martini Rosso,Spirits,26,402,8,Spring
15,Merlot,Wine,45,111,34,Spring
15,Moet,Wine,37,175,35,Spring
15,Orange Juice,Soft Drinks,47,133,38,Spring
15,Passoa,Spirits,19,454,14,Spring
15,Peroni,Beer,22,352,4,Spring
15,Pineapple Juice,Soft Drinks,45,166,30,Spring
15,Pink Gin,Spirits,50,248,40,Spring
15,Pinot Grigio,Wine,12,247,5,Spring
15,Prosecco,Wine,12,173,5,Spring
15,Rijoca,Wine,27,171,17,Spring
15,Sauvignon Blanc,Wine,7,329,0,Spring
15,St Germain,Spirits,31,305,31,Spring
15,Tanqueray 10,Spirits,34,492,20,Spring
15,Tonic Water,Soft Drinks,47,105,40,Spring
16,Apple Juice,Soft Drinks,38,184,18,Spring
16,Bacardi Blanco,Spirits,46,344,41,Spring
16,Bira Moretti,Beer,48,157,36,Spring
16,Bombay Gin,Spirits,7,103,0,Spring
16,Captain Morgan Spiced Rum,Spirits,34,377,31,Spring
16,Chardonnay,Wine,46,323,31,Spring
16,Coca Cola,Soft Drinks,7,122,0,Spring
16,Coke Zero,Soft Drinks,32,413,20,Spring
16,Cointreau,Spirits,38,425,27,Spring
16,Corona,Beer,6,344,0,Spring
16,Cranberry Juice,Soft Drinks,49,283,33,Spring
16,Dalmore 12,Spirits,40,142,27,Spring
16,Diet Coke,Soft Drinks,30,149,28,Spring
16,Disaronno,Spirits,48,112,34,Spring
16,Havana Club 3,Spirits,12,158,0,Spring
16,Havana Club 7,Spirits,21,382,19,Spring
16,High Commissioner,Spirits,46,153,37,Spring
16,Irn Bru,Soft Drinks,42,395,23,Spring
16,J20,Soft Drinks,8,151,0,Spring
16,Jack Daniels,Spirits,48,282,46,Spring
16,Kahlua,Spirits,50,138,31,Spring
16,Lemonade,Soft Drinks,31,321,11,Spring
16,Light Tonic,Soft Drinks,25,498,12,Spring
16,Limoncello,Spirits,28,191,17,Spring
16,Macallan 12,Spirits,16,492,1,Spring
16,Malbec,Wine,38,233,22,Spring
16,Martini Rosso,Spirits,48,419,30,Spring
16,Merlot,Wine,19,494,14,Spring
16,Moet,Wine,24,281,18,Spring
16,Orange Juice,Soft Drinks,12,129,12,Spring
16,Passoa,Spirits,38,469,38,Spring
16,Peroni,Beer,45,128,39,Spring
16,Pineapple Juice,Soft Drinks,12,318,0,Spring
16,Pink Gin,Spirits,29,278,20,Spring
16,Pinot Grigio,Wine,32,421,20,Spring
16,Prosecco,Wine,10,196,0,Spring
16,Rijoca,Wine,31,350,23,Spring
16,Sauvignon Blanc,Wine,49,318,35,Spring
16,St Germain,Spirits,14,161,0,Spring
16,Tanqueray 10,Spirits,35,114,20,Spring
16,Tonic Water,Soft Drinks,5,106,0,Spring
17,Apple Juice,Soft Drinks,21,165,18,Spring
17,Bacardi Blanco,Spirits,33,428,26,Spring
17,Bira Moretti,Beer,9,383,0,Spring
17,Bombay Gin,Spirits,21,299,9,Spring
17,Captain Morgan Spiced Rum,Spirits,17,312,0,Spring
17,Chardonnay,Wine,13,428,10,Spring
17,Coca Cola,Soft Drinks,32,223,16,Spring
17,Coke Zero,Soft Drinks,45,239,35,Spring
17,Cointreau,Spirits,14,295,0,Spring
17,Corona,Beer,49,161,33,Spring
17,Cranberry Juice,Soft Drinks,50,376,46,Spring
17,Dalmore 12,Spirits,8,316,0,Spring
17,Diet Coke,Soft Drinks,12,403,1,Spring
17,Disaronno,Spirits,31,161,17,Spring
17,Havana Club 3,Spirits,23,199,6,Spring
17,Havana Club 7,Spirits,16,401,2,Spring
17,High Commissioner,Spirits,48,311,28,Spring
17,Irn Bru,Soft Drinks,32,317,18,Spring
17,J20,Soft Drinks,19,348,17,Spring
17,Jack Daniels,Spirits,6,415,0,Spring
17,Kahlua,Spirits,12,351,11,Spring
17,Lemonade,Soft Drinks,29,411,13,Spring
17,Light Tonic,Soft Drinks,40,143,28,Spring
17,Limoncello,Spirits,32,163,19,Spring
17,Macallan 12,Spirits,36,204,29,Spring
17,Malbec,Wine,37,153,37,Spring
17,Martini Rosso,Spirits,17,178,12,Spring
17,Merlot,Wine,20,451,6,Spring
17,Moet,Wine,16,254,3,Spring
17,Orange Juice,Soft Drinks,31,194,22,Spring
17,Passoa,Spirits,16,248,13,Spring
17,Peroni,Beer,10,425,0,Spring
17,Pineapple Juice,Soft Drinks,23,121,7,Spring
17,Pink Gin,Spirits,35,130,17,Spring
17,Pinot Grigio,Wine,5,389,1,Spring
17,Prosecco,Wine,33,203,16,Spring
17,Rijoca,Wine,12,276,2,Spring
17,Sauvignon Blanc,Wine,42,299,31,Spring
17,St Germain,Spirits,47,268,31,Spring
17,Tanqueray 10,Spirits,22,382,15,Spring
17,Tonic Water,Soft Drinks,45,280,30,Spring
18,Apple Juice,Soft Drinks,16,170,14,Spring
18,Bacardi Blanco,Spirits,46,440,42,Spring
18,Bira Moretti,Beer,49,461,37,Spring
18,Bombay Gin,Spirits,43,468,35,Spring
18,Captain Morgan Spiced Rum,Spirits,40,347,38,Spring
18,Chardonnay,Wine,16,201,0,Spring
18,Coca Cola,Soft Drinks,17,284,6,Spring
18,Coke Zero,Soft Drinks,32,474,27,Spring
18,Cointreau,Spirits,39,152,30,Spring
18,Corona,Beer,34,259,32,Spring
18,Cranberry Juice,Soft Drinks,32,234,26,Spring
18,Dalmore 12,Spirits,26,120,16,Spring
18,Diet Coke,Soft Drinks,34,168,33,Spring
18,Disaronno,Spirits,49,255,41,Spring
18,Havana Club 3,Spirits,26,238,20,Spring
18,Havana Club 7,Spirits,17,403,14,Spring
18,High Commissioner,Spirits,6,210,0,Spring
18,Irn Bru,Soft Drinks,35,164,35,Spring
18,J20,Soft Drinks,18,438,9,Spring
18,Jack Daniels,Spirits,9,143,0,Spring
18,Kahlua,Spirits,12,478,1,Spring
18,Lemonade,Soft Drinks,47,261,45,Spring
18,Light Tonic,Soft Drinks,23,475,14,Spring
18,Limoncello,Spirits,41,153,32,Spring
18,Macallan 12,Spirits,27,471,24,Spring
18,Malbec,Wine,20,361,4,Spring
18,Martini Rosso,Spirits,28,203,16,Spring
18,Merlot,Wine,5,414,5,Spring
18,Moet,Wine,29,174,9,Spring
18,Orange Juice,Soft Drinks,33,240,18,Spring
18,Passoa,Spirits,46,359,42,Spring
18,Peroni,Beer,29,298,15,Spring
18,Pineapple Juice,Soft Drinks,40,163,32,Spring
18,Pink Gin,Spirits,11,148,0,Spring
18,Pinot Grigio,Wine,16,360,16,Spring
18,Prosecco,Wine,11,433,0,Spring
18,Rijoca,Wine,44,136,31,Spring
18,Sauvignon Blanc,Wine,47,344,43,Spring
18,St Germain,Spirits,46,458,36,Spring
18,Tanqueray 10,Spirits,5,235,0,Spring
18,Tonic Water,Soft Drinks,19,182,2,Spring
19,Apple Juice,Soft Drinks,48,315,48,Spring
19,Bacardi Blanco,Spirits,35,188,27,Spring
19,Bira Moretti,Beer,13,376,3,Spring
19,Bombay Gin,Spirits,34,123,33,Spring
19,Captain Morgan Spiced Rum,Spirits,27,300,9,Spring
19,Chardonnay,Wine,15,111,0,Spring
19,Coca Cola,Soft Drinks,11,218,7,Spring
19,Coke Zero,Soft Drinks,6,285,0,Spring
19,Cointreau,Spirits,41,439,40,Spring
19,Corona,Beer,13,199,12,Spring
19,Cranberry Juice,Soft Drinks,7,346,0,Spring
19,Dalmore 12,Spirits,10,444,9,Spring
19,Diet Coke,Soft Drinks,44,110,44,Spring
19,Disaronno,Spirits,9,245,8,Spring
19,Havana Club 3,Spirits,24,284,11,Spring
19,Havana Club 7,Spirits,43,435,30,Spring
19,High Commissioner,Spirits,36,323,33,Spring
19,Irn Bru,Soft Drinks,14,186,14,Spring
19,J20,Soft Drinks,38,203,27,Spring
19,Jack Daniels,Spirits,14,309,12,Spring
19,Kahlua,Spirits,21,212,7,Spring
19,Lemonade,Soft Drinks,30,128,18,Spring
19,Light Tonic,Soft Drinks,12,458,9,Spring
19,Limoncello,Spirits,8,310,1,Spring
19,Macallan 12,Spirits,12,168,3,Spring
19,Malbec,Wine,38,322,28,Spring
19,Martini Rosso,Spirits,26,159,26,Spring
19,Merlot,Wine,29,310,22,Spring
19,Moet,Wine,50,191,35,Spring
19,Orange Juice,Soft Drinks,33,269,21,Spring
19,Passoa,Spirits,45,490,37,Spring
19,Peroni,Beer,18,459,10,Spring
19,Pineapple Juice,Soft Drinks,38,150,20,Spring
19,Pink Gin,Spirits,50,247,50,Spring
19,Pinot Grigio,Wine,44,249,27,Spring
19,Prosecco,Wine,48,262,45,Spring
19,Rijoca,Wine,23,313,4,Spring
19,Sauvignon Blanc,Wine,11,235,7,Spring
19,St Germain,Spirits,47,410,41,Spring
19,Tanqueray 10,Spirits,7,330,0,Spring
19,Tonic Water,Soft Drinks,21,137,21,Spring
20,Apple Juice,Soft Drinks,28,489,26,Spring
20,Bacardi Blanco,Spirits,41,275,36,Spring
20,Bira Moretti,Beer,27,500,21,Spring
20,Bombay Gin,Spirits,36,302,24,Spring
20,Captain Morgan Spiced Rum,Spirits,12,213,6,Spring
20,Chardonnay,Wine,28,450,12,Spring
20,Coca Cola,Soft Drinks,48,155,33,Spring
20,Coke Zero,Soft Drinks,46,468,35,Spring
20,Cointreau,Spirits,49,381,39,Spring
20,Corona,Beer,42,102,26,Spring
20,Cranberry Juice,Soft Drinks,40,158,36,Spring
20,Dalmore 12,Spirits,34,366,21,Spring
20,Diet Coke,Soft Drinks,43,366,43,Spring
20,Disaronno,Spirits,27,105,19,Spring
20,Havana Club 3,Spirits,35,146,16,Spring
20,Havana Club 7,Spirits,29,282,24,Spring
20,High Commissioner,Spirits,47,402,41,Spring
20,Irn Bru,Soft Drinks,40,214,37,Spring
20,J20,Soft Drinks,6,206,0,Spring
20,Jack Daniels,Spirits,34,239,33,Spring
20,Kahlua,Spirits,43,229,41,Spring
20,Lemonade,Soft Drinks,37,127,23,Spring
20,Light Tonic,Soft Drinks,7,378,3,Spring
20,Limoncello,Spirits,24,376,8,Spring
20,Macallan 12,Spirits,49,435,45,Spring
20,Malbec,Wine,26,330,23,Spring
20,Martini Rosso,Spirits,14,360,4,Spring
20,Merlot,Wine,26,160,22,Spring
20,Moet,Wine,30,466,23,Spring
20,Orange Juice,Soft Drinks,9,408,2,Spring
20,Passoa,Spirits,39,314,38,Spring
20,Peroni,Beer,18,273,11,Spring
20,Pineapple Juice,Soft Drinks,34,438,25,Spring
20,Pink Gin,Spirits,16,458,6,Spring
20,Pinot Grigio,Wine,17,158,6,Spring
20,Prosecco,Wine,44,484,44,Spring
20,Rijoca,Wine,19,168,9,Spring
20,Sauvignon Blanc,Wine,41,445,34,Spring
20,St Germain,Spirits,41,157,36,Spring
20,Tanqueray 10,Spirits,26,293,6,Spring
20,Tonic Water,Soft Drinks,6,190,5,Spring
21,Apple Juice,Soft Drinks,36,398,36,Spring
21,Bacardi Blanco,Spirits,27,484,25,Spring
21,Bira Moretti,Beer,36,391,33,Spring
21,Bombay Gin,Spirits,24,129,4,Spring
21,Captain Morgan Spiced Rum,Spirits,12,368,9,Spring
21,Chardonnay,Wine,17,496,0,Spring
21,Coca Cola,Soft Drinks,33,140,23,Spring
21,Coke Zero,Soft Drinks,32,257,14,Spring
21,Cointreau,Spirits,28,178,19,Spring
21,Corona,Beer,27,257,19,Spring
21,Cranberry Juice,Soft Drinks,36,283,34,Spring
21,Dalmore 12,Spirits,24,444,22,Spring
21,Diet Coke,Soft Drinks,40,461,40,Spring
21,Disaronno,Spirits,30,369,30,Spring
21,Havana Club 3,Spirits,34,232,16,Spring
21,Havana Club 7,Spirits,33,169,21,Spring
21,High Commissioner,Spirits,21,164,7,Spring
21,Irn Bru,Soft Drinks,29,452,11,Spring
21,J20,Soft Drinks,29,435,10,Spring
21,Jack Daniels,Spirits,23,298,19,Spring
21,Kahlua,Spirits,8,383,0,Spring
21,Lemonade,Soft Drinks,20,358,19,Spring
21,Light Tonic,Soft Drinks,15,273,0,Spring
21,Limoncello,Spirits,41,499,30,Spring
21,Macallan 12,Spirits,37,355,25,Spring
21,Malbec,Wine,7,369,2,Spring
21,Martini Rosso,Spirits,49,197,40,Spring
21,Merlot,Wine,5,130,0,Spring
21,Moet,Wine,47,321,28,Spring
21,Orange Juice,Soft Drinks,24,368,13,Spring
21,Passoa,Spirits,40,231,26,Spring
21,Peroni,Beer,15,480,12,Spring
21,Pineapple Juice,Soft Drinks,33,150,30,Spring
21,Pink Gin,Spirits,35,365,20,Spring
21,Pinot Grigio,Wine,32,484,22,Spring
21,Prosecco,Wine,36,388,35,Spring
21,Rijoca,Wine,26,218,16,Spring
21,Sauvignon Blanc,Wine,24,459,8,Spring
21,St Germain,Spirits,50,137,32,Spring
21,Tanqueray 10,Spirits,11,122,0,Spring
21,Tonic Water,Soft Drinks,25,129,23,Spring
22,Apple Juice,Soft Drinks,47,423,39,Spring
22,Bacardi Blanco,Spirits,12,491,9,Spring
22,Bira Moretti,Beer,45,450,36,Spring
22,Bombay Gin,Spirits,20,363,16,Spring
22,Captain Morgan Spiced Rum,Spirits,43,155,23,Spring
22,Chardonnay,Wine,5,143,2,Spring
22,Coca Cola,Soft Drinks,38,368,26,Spring
22,Coke Zero,Soft Drinks,47,367,38,Spring
22,Cointreau,Spirits,39,382,26,Spring
22,Corona,Beer,43,376,30,Spring
22,Cranberry Juice,Soft Drinks,36,255,28,Spring
22,Dalmore 12,Spirits,19,391,13,Spring
22,Diet Coke,Soft Drinks,21,255,18,Spring
22,Disaronno,Spirits,17,151,5,Spring
22,Havana Club 3,Spirits,15,432,11,Spring
22,Havana Club 7,Spirits,43,273,27,Spring
22,High Commissioner,Spirits,26,259,13,Spring
22,Irn Bru,Soft Drinks,29,400,9,Spring
22,J20,Soft Drinks,7,104,0,Spring
22,Jack Daniels,Spirits,26,259,18,Spring
22,Kahlua,Spirits,10,192,9,Spring
22,Lemonade,Soft Drinks,45,456,28,Spring
22,Light Tonic,Soft Drinks,32,119,32,Spring
22,Limoncello,Spirits,38,133,31,Spring
22,Macallan 12,Spirits,37,420,26,Spring
22,Malbec,Wine,7,212,4,Spring
22,Martini Rosso,Spirits,7,226,0,Spring
22,Merlot,Wine,13,172,0,Spring
22,Moet,Wine,25,221,25,Spring
22,Orange Juice,Soft Drinks,45,220,26,Spring
22,Passoa,Spirits,44,361,38,Spring
22,Peroni,Beer,50,447,36,Spring
22,Pineapple Juice,Soft Drinks,26,227,22,Spring
22,Pink Gin,Spirits,50,371,35,Spring
22,Pinot Grigio,Wine,47,471,29,Spring
22,Prosecco,Wine,8,125,1,Spring
22,Rijoca,Wine,23,250,18,Spring
22,Sauvignon Blanc,Wine,22,166,2,Spring
22,St Germain,Spirits,46,170,31,Spring
22,Tanqueray 10,Spirits,9,157,8,Spring
22,Tonic Water,Soft Drinks,20,447,3,Spring
23,Apple Juice,Soft Drinks,8,124,8,Spring
23,Bacardi Blanco,Spirits,20,103,3,Spring
23,Bira Moretti,Beer,39,105,30,Spring
23,Bombay Gin,Spirits,15,464,9,Spring
23,Captain Morgan Spiced Rum,Spirits,6,316,0,Spring
23,Chardonnay,Wine,50,288,33,Spring
23,Coca Cola,Soft Drinks,47,299,44,Spring
23,Coke Zero,Soft Drinks,47,125,47,Spring
23,Cointreau,Spirits,22,272,22,Spring
23,Corona,Beer,43,243,35,Spring
23,Cranberry Juice,Soft Drinks,47,120,29,Spring
23,Dalmore 12,Spirits,28,220,26,Spring
23,Diet Coke,Soft Drinks,22,417,17,Spring
23,Disaronno,Spirits,19,123,19,Spring
23,Havana Club 3,Spirits,45,427,30,Spring
23,Havana Club 7,Spirits,32,173,26,Spring
23,High Commissioner,Spirits,32,130,19,Spring
23,Irn Bru,Soft Drinks,48,201,38,Spring
23,J20,Soft Drinks,33,293,22,Spring
23,Jack Daniels,Spirits,21,498,17,Spring
23,Kahlua,Spirits,10,165,0,Spring
23,Lemonade,Soft Drinks,45,231,32,Spring
23,Light Tonic,Soft Drinks,31,362,22,Spring
23,Limoncello,Spirits,45,234,31,Spring
23,Macallan 12,Spirits,49,136,34,Spring
23,Malbec,Wine,8,296,5,Spring
23,Martini Rosso,Spirits,21,128,1,Spring
23,Merlot,Wine,45,496,42,Spring
23,Moet,Wine,29,379,26,Spring
23,Orange Juice,Soft Drinks,42,314,34,Spring
23,Passoa,Spirits,42,349,33,Spring
23,Peroni,Beer,32,149,20,Spring
23,Pineapple Juice,Soft Drinks,39,155,38,Spring
23,Pink Gin,Spirits,7,322,0,Spring
23,Pinot Grigio,Wine,10,293,0,Spring
23,Prosecco,Wine,17,386,0,Spring
23,Rijoca,Wine,24,179,11,Spring
23,Sauvignon Blanc,Wine,32,497,15,Spring
23,St Germain,Spirits,32,143,28,Spring
23,Tanqueray 10,Spirits,44,437,32,Spring
23,Tonic Water,Soft Drinks,10,262,0,Spring
24,Apple Juice,Soft Drinks,47,207,46,Spring
24,Bacardi Blanco,Spirits,10,244,0,Spring
24,Bira Moretti,Beer,42,448,42,Spring
24,Bombay Gin,Spirits,9,326,7,Spring
24,Captain Morgan Spiced Rum,Spirits,20,149,19,Spring
24,Chardonnay,Wine,36,463,16,Spring
24,Coca Cola,Soft Drinks,29,206,26,Spring
24,Coke Zero,Soft Drinks,7,369,6,Spring
24,Cointreau,Spirits,26,220,8,Spring
24,Corona,Beer,16,372,0,Spring
24,Cranberry Juice,Soft Drinks,19,135,1,Spring
24,Dalmore 12,Spirits,6,322,5,Spring
24,Diet Coke,Soft Drinks,18,190,9,Spring
24,Disaronno,Spirits,50,119,37,Spring
24,Havana Club 3,Spirits,29,284,15,Spring
24,Havana Club 7,Spirits,12,439,0,Spring
24,High Commissioner,Spirits,43,173,30,Spring
24,Irn Bru,Soft Drinks,24,285,19,Spring
24,J20,Soft Drinks,5,103,5,Spring
24,Jack Daniels,Spirits,14,284,8,Spring
24,Kahlua,Spirits,20,152,13,Spring
24,Lemonade,Soft Drinks,12,367,0,Spring
24,Light Tonic,Soft Drinks,7,430,0,Spring
24,Limoncello,Spirits,15,239,6,Spring
24,Macallan 12,Spirits,29,499,23,Spring
24,Malbec,Wine,30,258,10,Spring
24,Martini Rosso,Spirits,36,202,22,Spring
24,Merlot,Wine,21,200,9,Spring
24,Moet,Wine,41,319,24,Spring
24,Orange Juice,Soft Drinks,21,296,12,Spring
24,Passoa,Spirits,39,306,32,Spring
24,Peroni,Beer,5,108,0,Spring
24,Pineapple Juice,Soft Drinks,47,460,30,Spring
24,Pink Gin,Spirits,33,424,27,Spring
24,Pinot Grigio,Wine,14,397,3,Spring
24,Prosecco,Wine,12,153,12,Spring
24,Rijoca,Wine,20,368,14,Spring
24,Sauvignon Blanc,Wine,5,171,5,Spring
24,St Germain,Spirits,26,118,20,Spring
24,Tanqueray 10,Spirits,47,288,30,Spring
24,Tonic Water,Soft Drinks,39,387,33,Spring
25,Apple Juice,Soft Drinks,5,210,1,Spring
25,Bacardi Blanco,Spirits,46,446,46,Spring
25,Bira Moretti,Beer,18,362,15,Spring
25,Bombay Gin,Spirits,21,178,10,Spring
25,Captain Morgan Spiced Rum,Spirits,19,270,19,Spring
25,Chardonnay,Wine,5,484,0,Spring
25,Coca Cola,Soft Drinks,39,241,36,Spring
25,Coke Zero,Soft Drinks,7,198,4,Spring
25,Cointreau,Spirits,27,131,8,Spring
25,Corona,Beer,18,284,13,Spring
25,Cranberry Juice,Soft Drinks,47,137,47,Spring
25,Dalmore 12,Spirits,13,487,13,Spring
25,Diet Coke,Soft Drinks,47,217,32,Spring
25,Disaronno,Spirits,23,479,3,Spring
25,Havana Club 3,Spirits,38,123,36,Spring
25,Havana Club 7,Spirits,30,440,14,Spring
25,High Commissioner,Spirits,11,325,0,Spring
25,Irn Bru,Soft Drinks,44,287,33,Spring
25,J20,Soft Drinks,24,337,20,Spring
25,Jack Daniels,Spirits,46,182,40,Spring
25,Kahlua,Spirits,8,434,0,Spring
25,Lemonade,Soft Drinks,8,451,3,Spring
25,Light Tonic,Soft Drinks,27,442,21,Spring
25,Limoncello,Spirits,29,293,26,Spring
25,Macallan 12,Spirits,34,147,22,Spring
25,Malbec,Wine,15,426,14,Spring
25,Martini Rosso,Spirits,16,414,1,Spring
25,Merlot,Wine,7,158,0,Spring
25,Moet,Wine,42,130,33,Spring
25,Orange Juice,Soft Drinks,37,230,29,Spring
25,Passoa,Spirits,21,374,14,Spring
25,Peroni,Beer,20,405,2,Spring
25,Pineapple Juice,Soft Drinks,35,499,22,Spring
25,Pink Gin,Spirits,40,100,24,Spring
25,Pinot Grigio,Wine,5,310,0,Spring
25,Prosecco,Wine,8,383,0,Spring
25,Rijoca,Wine,8,320,0,Spring
25,Sauvignon Blanc,Wine,34,239,22,Spring
25,St Germain,Spirits,48,459,31,Spring
25,Tanqueray 10,Spirits,8,137,0,Spring
25,Tonic Water,Soft Drinks,21,438,10,Spring
26,Apple Juice,Soft Drinks,16,442,4,Summer
26,Bacardi Blanco,Spirits,35,160,22,Summer
26,Bira Moretti,Beer,22,169,22,Summer
26,Bombay Gin,Spirits,17,472,14,Summer
26,Captain Morgan Spiced Rum,Spirits,17,270,6,Summer
26,Chardonnay,Wine,33,285,18,Summer
26,Coca Cola,Soft Drinks,33,299,16,Summer
26,Coke Zero,Soft Drinks,33,150,19,Summer
26,Cointreau,Spirits,5,405,4,Summer
26,Corona,Beer,50,262,38,Summer
26,Cranberry Juice,Soft Drinks,25,324,16,Summer
26,Dalmore 12,Spirits,12,281,6,Summer
26,Diet Coke,Soft Drinks,47,390,29,Summer
26,Disaronno,Spirits,25,214,18,Summer
26,Havana Club 3,Spirits,42,179,37,Summer
26,Havana Club 7,Spirits,48,167,33,Summer
26,High Commissioner,Spirits,7,437,0,Summer
26,Irn Bru,Soft Drinks,19,262,2,Summer
26,J20,Soft Drinks,41,401,29,Summer
26,Jack Daniels,Spirits,11,423,10,Summer
26,Kahlua,Spirits,32,496,24,Summer
26,Lemonade,Soft Drinks,20,258,11,Summer
26,Light Tonic,Soft Drinks,10,307,0,Summer
26,Limoncello,Spirits,23,378,21,Summer
26,Macallan 12,Spirits,34,315,34,Summer
26,Malbec,Wine,47,238,27,Summer
26,Martini Rosso,Spirits,50,340,33,Summer
26,Merlot,Wine,42,352,33,Summer
26,Moet,Wine,49,497,33,Summer
26,Orange Juice,Soft Drinks,20,157,1,Summer
26,Passoa,Spirits,46,117,39,Summer
26,Peroni,Beer,41,245,32,Summer
26,Pineapple Juice,Soft Drinks,12,191,3,Summer
26,Pink Gin,Spirits,37,386,28,Summer
26,Pinot Grigio,Wine,14,113,12,Summer
26,Prosecco,Wine,16,137,7,Summer
26,Rijoca,Wine,22,215,11,Summer
26,Sauvignon Blanc,Wine,45,300,30,Summer
26,St Germain,Spirits,5,481,4,Summer
26,Tanqueray 10,Spirits,35,183,25,Summer
26,Tonic Water,Soft Drinks,13,159,11,Summer
27,Apple Juice,Soft Drinks,48,348,33,Summer
27,Bacardi Blanco,Spirits,26,476,11,Summer
27,Bira Moretti,Beer,24,281,7,Summer
27,Bombay Gin,Spirits,48,275,41,Summer
27,Captain Morgan Spiced Rum,Spirits,19,278,0,Summer
27,Chardonnay,Wine,29,346,22,Summer
27,Coca Cola,Soft Drinks,31,212,27,Summer
27,Coke Zero,Soft Drinks,47,500,35,Summer
27,Cointreau,Spirits,12,436,0,Summer
27,Corona,Beer,21,499,11,Summer
27,Cranberry Juice,Soft Drinks,43,474,23,Summer
27,Dalmore 12,Spirits,21,241,20,Summer
27,Diet Coke,Soft Drinks,28,323,10,Summer
27,Disaronno,Spirits,42,174,25,Summer
27,Havana Club 3,Spirits,48,263,43,Summer
27,Havana Club 7,Spirits,16,117,6,Summer
27,High Commissioner,Spirits,6,425,0,Summer
27,Irn Bru,Soft Drinks,40,155,27,Summer
27,J20,Soft Drinks,20,392,19,Summer
27,Jack Daniels,Spirits,7,275,0,Summer
27,Kahlua,Spirits,41,114,22,Summer
27,Lemonade,Soft Drinks,41,441,36,Summer
27,Light Tonic,Soft Drinks,29,212,15,Summer
27,Limoncello,Spirits,35,327,17,Summer
27,Macallan 12,Spirits,29,298,24,Summer
27,Malbec,Wine,39,372,33,Summer
27,Martini Rosso,Spirits,40,304,31,Summer
27,Merlot,Wine,27,498,12,Summer
27,Moet,Wine,50,230,47,Summer
27,Orange Juice,Soft Drinks,5,431,0,Summer
27,Passoa,Spirits,19,213,13,Summer
27,Peroni,Beer,47,352,39,Summer
27,Pineapple Juice,Soft Drinks,43,122,41,Summer
27,Pink Gin,Spirits,14,317,6,Summer
27,Pinot Grigio,Wine,49,400,47,Summer
27,Prosecco,Wine,30,443,30,Summer
27,Rijoca,Wine,12,117,11,Summer
27,Sauvignon Blanc,Wine,45,372,40,Summer
27,St Germain,Spirits,17,333,7,Summer
27,Tanqueray 10,Spirits,42,108,30,Summer
27,Tonic Water,Soft Drinks,30,474,16,Summer
28,Apple Juice,Soft Drinks,12,125,0,Summer
28,Bacardi Blanco,Spirits,45,140,28,Summer
28,Bira Moretti,Beer,23,301,4,Summer
28,Bombay Gin,Spirits,35,156,34,Summer
28,Captain Morgan Spiced Rum,Spirits,18,261,7,Summer
28,Chardonnay,Wine,25,162,21,Summer
28,Coca Cola,Soft Drinks,46,168,34,Summer
28,Coke Zero,Soft Drinks,46,176,27,Summer
28,Cointreau,Spirits,49,496,41,Summer
28,Corona,Beer,18,423,0,Summer
28,Cranberry Juice,Soft Drinks,9,297,0,Summer
28,Dalmore 12,Spirits,23,394,11,Summer
28,Diet Coke,Soft Drinks,36,434,16,Summer
28,Disaronno,Spirits,21,138,17,Summer
28,Havana Club 3,Spirits,8,298,0,Summer
28,Havana Club 7,Spirits,19,409,14,Summer
28,High Commissioner,Spirits,48,100,28,Summer
28,Irn Bru,Soft Drinks,47,497,30,Summer
28,J20,Soft Drinks,42,452,38,Summer
28,Jack Daniels,Spirits,48,433,47,Summer
28,Kahlua,Spirits,24,385,16,Summer
28,Lemonade,Soft Drinks,22,492,3,Summer
